2;trench;3013.00;12.25;1362.00;0.06;0
2;trench;3020.00;11.10;1355.00;4.18;0
3;arms_factory;2935.00;16.10;1451.00;2.93;0
3;arms_factory;2924.00;14.48;1454.00;5.59;0
3;arms_factory;2933.00;15.30;1445.00;1.97;0
3;arms_factory;2927.00;14.73;1447.00;4.99;0
3;arms_factory;2920.00;13.53;1450.00;6.20;0
3;arms_factory;2902.00;10.38;1443.00;4.04;0
3;industrial_complex;2914.00;10.20;1443.00;0.42;0
3;industrial_complex;2933.00;16.02;1449.00;3.44;0
3;industrial_complex;2925.00;14.38;1453.00;4.64;0
3;industrial_complex;2921.00;15.13;1440.00;2.48;0
3;industrial_complex;2923.00;13.38;1446.00;0.32;0
3;industrial_complex;2919.00;12.90;1449.00;0.43;0
3;air_base;2921.00;10.48;1461.00;4.55;0
3;bunker;2928.00;10.60;1464.00;0.93;0
3;bunker;2918.00;12.38;1449.00;2.49;0
3;bunker;2923.00;16.25;1437.00;5.15;0
3;bunker;2926.00;14.07;1455.00;2.99;0
3;bunker;2918.00;10.63;1461.00;4.20;0
3;bunker;2930.00;12.38;1461.00;0.94;0
3;bunker;2926.00;16.02;1442.00;3.60;0
3;bunker;2914.00;10.10;1458.00;6.26;0
3;bunker;2907.00;10.15;1452.00;4.10;0
3;bunker;2931.00;15.55;1444.00;5.66;0
3;bunker;2927.00;15.13;1444.00;2.05;0
3;anti_air_building;2928.00;13.43;1458.00;4.71;0
3;anti_air_building;2932.00;13.95;1459.00;2.55;0
3;anti_air_building;2927.00;15.07;1449.00;4.11;0
3;synthetic_refinery;2921.00;13.53;1448.00;0.49;0
3;radar_station;2899.00;10.13;1440.00;4.00;0
3;rocket_site;2914.00;9.50;1445.00;6.18;0
3;nuclear_reactor;2906.00;10.13;1450.00;1.10;0
3;trench;2913.00;10.10;1456.00;5.22;0
3;trench;2923.00;13.75;1447.00;3.06;0
3;trench;2920.00;10.45;1461.00;3.16;0
3;trench;2934.00;15.95;1449.00;1.00;0
3;trench;2923.00;16.13;1439.00;3.67;0
3;trench;2917.00;11.23;1443.00;0.05;0
3;trench;2920.00;12.60;1454.00;1.61;0
3;trench;2903.00;10.05;1446.00;5.73;0
3;trench;2926.00;11.38;1460.00;0.65;0
3;trench;2933.00;13.90;1460.00;4.78;0
3;trench;2921.00;13.30;1443.00;0.06;0
4;arms_factory;3040.00;13.23;1452.00;1.97;0
4;arms_factory;3043.00;13.13;1463.00;4.99;0
4;arms_factory;3041.00;13.18;1462.00;6.20;0
4;arms_factory;3041.00;13.18;1462.00;4.04;0
4;arms_factory;3049.00;11.18;1457.00;0.42;0
4;arms_factory;3049.00;11.18;1457.00;3.44;0
4;industrial_complex;3056.00;10.15;1456.00;4.64;0
4;industrial_complex;3045.00;12.48;1450.00;2.48;0
4;industrial_complex;3045.00;12.48;1450.00;0.32;0
4;industrial_complex;3041.00;13.38;1459.00;0.43;0
4;industrial_complex;3044.00;13.38;1472.00;4.55;0
4;industrial_complex;3041.00;13.28;1471.00;0.93;0
4;air_base;3042.00;13.20;1469.00;2.49;0
4;bunker;3053.00;10.48;1460.00;5.15;0
4;bunker;3042.00;13.28;1471.00;2.99;0
4;bunker;3043.00;13.30;1454.00;4.20;0
4;bunker;3046.00;13.00;1453.00;0.94;0
4;anti_air_building;3054.00;10.23;1453.00;3.60;0
4;anti_air_building;3054.00;10.23;1453.00;6.26;0
4;anti_air_building;3042.00;13.45;1454.00;4.10;0
4;synthetic_refinery;3042.00;13.45;1454.00;5.66;0
4;radar_station;3036.00;12.30;1454.00;2.59;0
4;rocket_site;3043.00;13.13;1463.00;4.71;0
4;nuclear_reactor;3043.00;13.13;1463.00;2.55;0
4;trench;3047.00;12.40;1464.00;4.11;0
4;trench;3043.00;12.88;1451.00;0.49;0
4;trench;3046.00;12.32;1450.00;3.15;0
4;trench;3040.00;13.05;1463.00;6.18;0
5;arms_factory;3152.00;10.43;1596.00;6.20;0
5;arms_factory;3122.00;9.80;1600.00;4.04;0
5;arms_factory;3131.00;9.80;1589.00;0.42;0
5;arms_factory;3112.00;9.80;1598.00;3.44;0
5;arms_factory;3117.00;9.70;1608.00;4.64;0
5;arms_factory;3132.00;10.38;1604.00;2.48;0
5;industrial_complex;3139.00;9.82;1602.00;0.32;0
5;industrial_complex;3143.00;9.80;1604.00;0.43;0
5;industrial_complex;3115.00;9.80;1589.00;4.55;0
5;industrial_complex;3114.00;9.80;1602.00;0.93;0
5;industrial_complex;3143.00;10.40;1591.00;2.49;0
5;industrial_complex;3141.00;10.00;1596.00;5.15;0
5;air_base;3157.00;9.90;1599.00;2.99;0
5;naval_base;3108.00;9.57;1606.00;-3.61;2309
5;naval_base;3116.00;9.50;1611.00;-2.36;2309
5;bunker;3122.00;9.90;1592.00;3.60;0
5;bunker;3100.00;9.70;1596.00;6.26;0
5;bunker;3145.00;9.80;1602.00;4.10;0
5;bunker;3155.00;9.80;1603.00;5.66;0
5;bunker;3128.00;9.90;1589.00;2.05;0
5;bunker;3128.00;9.80;1606.00;4.71;0
5;bunker;3107.00;9.80;1596.00;2.55;0
5;bunker;3137.00;10.40;1596.00;4.11;0
5;bunker;3151.00;10.40;1595.00;0.49;0
5;bunker;3132.00;10.15;1606.00;3.15;0
5;bunker;3122.00;9.80;1605.00;6.18;0
5;coastal_bunker;3117.00;9.53;1611.00;-2.36;0
5;coastal_bunker;3109.00;9.50;1607.00;-3.61;0
5;dockyard;3119.00;9.53;1612.00;-3.28;0
5;anti_air_building;3152.00;10.35;1597.00;3.16;0
5;anti_air_building;3106.00;9.80;1601.00;1.00;0
5;anti_air_building;3112.00;9.80;1593.00;3.67;0
5;synthetic_refinery;3120.00;9.88;1590.00;0.05;0
5;radar_station;3099.00;9.75;1594.00;2.78;0
5;rocket_site;3139.00;10.23;1597.00;5.73;0
5;nuclear_reactor;3134.00;10.23;1604.00;0.65;0
5;trench;3145.00;9.80;1605.00;4.78;0
5;trench;3111.00;9.80;1595.00;0.06;0
5;trench;3104.00;9.80;1601.00;4.18;0
5;trench;3118.00;9.85;1590.00;0.56;0
5;trench;3140.00;10.23;1595.00;2.12;0
5;trench;3128.00;10.35;1595.00;6.24;0
5;trench;3131.00;10.38;1601.00;1.17;0
5;trench;3124.00;9.80;1603.00;5.29;0
5;trench;3155.00;9.80;1603.00;0.57;0
5;trench;3120.00;9.70;1609.00;3.23;0
5;trench;3159.00;10.10;1598.00;5.89;0
6;arms_factory;2872.00;9.70;1535.00;0.42;0
6;arms_factory;2860.00;10.30;1536.00;3.44;0
6;arms_factory;2877.00;9.60;1544.00;4.64;0
6;arms_factory;2863.00;10.00;1540.00;2.48;0
6;arms_factory;2894.00;10.05;1540.00;0.32;0
6;arms_factory;2865.00;10.20;1536.00;0.43;0
6;industrial_complex;2872.00;9.70;1540.00;4.55;0
6;industrial_complex;2858.00;9.70;1531.00;0.93;0
6;industrial_complex;2890.00;10.20;1541.00;2.49;0
6;industrial_complex;2875.00;9.80;1534.00;5.15;0
6;industrial_complex;2877.00;9.70;1540.00;2.99;0
6;industrial_complex;2880.00;9.70;1543.00;4.20;0
6;air_base;2856.00;9.65;1540.00;0.94;0
6;naval_base;2858.00;9.50;1545.00;-2.11;8621
6;naval_base;2849.00;9.50;1541.00;-2.76;8621
6;naval_base;2846.00;9.55;1539.00;-3.14;8621
6;naval_base;2873.00;9.50;1545.00;-3.14;8621
6;bunker;2893.00;10.13;1540.00;2.05;0
6;bunker;2884.00;9.78;1542.00;4.71;0
6;bunker;2852.00;9.70;1540.00;2.55;0
6;bunker;2869.00;9.75;1538.00;4.11;0
6;bunker;2877.00;9.70;1540.00;0.49;0
6;bunker;2856.00;9.70;1542.00;3.15;0
6;bunker;2885.00;9.85;1540.00;6.18;0
6;bunker;2862.00;10.28;1535.00;1.10;0
6;bunker;2849.00;9.70;1535.00;5.22;0
6;coastal_bunker;2848.00;9.53;1540.00;-3.14;0
6;coastal_bunker;2858.00;9.57;1544.00;-2.11;0
6;coastal_bunker;2851.00;9.50;1542.00;-2.76;0
6;coastal_bunker;2873.00;9.55;1544.00;-3.14;0
6;dockyard;2873.00;9.50;1545.00;-3.14;0
6;anti_air_building;2875.00;9.80;1533.00;1.61;0
6;anti_air_building;2869.00;9.73;1540.00;5.73;0
6;anti_air_building;2883.00;9.80;1536.00;0.65;0
6;synthetic_refinery;2863.00;10.20;1539.00;4.78;0
6;radar_station;2847.00;9.80;1530.00;1.60;0
6;rocket_site;2859.00;10.25;1535.00;4.18;0
6;nuclear_reactor;2879.00;9.75;1537.00;0.56;0
6;trench;2870.00;9.70;1538.00;2.12;0
6;trench;2880.00;9.70;1542.00;6.24;0
6;trench;2852.00;9.70;1535.00;1.17;0
6;trench;2867.00;10.10;1538.00;5.29;0
6;trench;2848.00;9.70;1536.00;0.57;0
6;trench;2873.00;9.70;1539.00;3.23;0
6;trench;2880.00;9.73;1537.00;5.89;0
6;trench;2861.00;9.80;1532.00;3.73;0
6;trench;2891.00;10.18;1541.00;3.84;0
7;arms_factory;2867.00;9.65;1543.00;4.64;0
7;arms_factory;2885.00;9.50;1568.00;2.48;0
7;arms_factory;2868.00;9.68;1543.00;0.32;0
7;arms_factory;2881.00;9.70;1572.00;0.43;0
7;arms_factory;2870.00;9.68;1543.00;4.55;0
7;arms_factory;2883.00;9.68;1572.00;0.93;0
7;industrial_complex;2871.00;9.60;1555.00;2.49;0
7;industrial_complex;2884.00;9.57;1572.00;5.15;0
7;industrial_complex;2873.00;9.70;1555.00;2.99;0
7;industrial_complex;2878.00;9.60;1556.00;4.20;0
7;industrial_complex;2874.00;9.70;1555.00;0.94;0
7;industrial_complex;2880.00;9.70;1569.00;3.60;0
7;air_base;2882.00;9.60;1560.00;6.26;0
7;naval_base;2859.00;9.50;1545.00;-3.14;8621
7;naval_base;2882.00;9.50;1581.00;-2.94;2752
7;naval_base;2865.00;9.50;1546.00;-1.89;8621
7;naval_base;2874.00;9.57;1560.00;-2.16;2775
7;naval_base;2870.00;9.50;1553.00;-1.47;8621
7;naval_base;2878.00;9.50;1568.00;-2.36;2775
7;bunker;2859.00;9.50;1545.00;0.49;0
7;bunker;2879.00;9.60;1568.00;3.15;0
7;bunker;2880.00;9.60;1557.00;6.18;0
7;bunker;2872.00;9.70;1555.00;1.10;0
7;bunker;2882.00;9.60;1564.00;5.22;0
7;bunker;2882.00;9.70;1573.00;3.06;0
7;bunker;2873.00;9.57;1547.00;3.16;0
7;coastal_bunker;2872.00;9.50;1544.00;-3.14;0
7;coastal_bunker;2862.00;9.50;1547.00;-1.89;0
7;coastal_bunker;2878.00;9.53;1567.00;-2.36;0
7;coastal_bunker;2873.00;9.50;1560.00;-2.16;0
7;coastal_bunker;2882.00;9.50;1581.00;-2.94;0
7;coastal_bunker;2870.00;9.50;1553.00;-1.47;0
7;dockyard;2875.00;9.50;1563.00;-2.36;0
7;anti_air_building;2882.00;9.70;1576.00;0.06;0
7;anti_air_building;2873.00;9.50;1552.00;4.18;0
7;anti_air_building;2884.00;9.70;1576.00;0.56;0
7;synthetic_refinery;2873.00;9.55;1553.00;2.12;0
7;radar_station;2859.00;9.65;1544.00;5.25;0
7;rocket_site;2884.00;9.60;1558.00;1.17;0
7;nuclear_reactor;2878.00;9.68;1564.00;5.29;0
7;trench;2882.00;9.60;1565.00;0.57;0
7;trench;2879.00;9.65;1561.00;3.23;0
7;trench;2876.00;9.68;1561.00;5.89;0
7;trench;2865.00;9.50;1544.00;3.73;0
7;trench;2863.00;9.50;1548.00;3.84;0
7;trench;2883.00;9.70;1574.00;1.68;0
7;trench;2882.00;9.60;1556.00;5.80;0
8;arms_factory;2900.00;10.90;1510.00;0.32;0
8;arms_factory;2900.00;11.00;1511.00;0.43;0
8;arms_factory;2904.00;10.85;1512.00;4.55;0
8;arms_factory;2902.00;10.98;1513.00;0.93;0
8;arms_factory;2897.00;11.75;1515.00;2.49;0
8;arms_factory;2900.00;11.48;1518.00;5.15;0
8;industrial_complex;2899.00;10.80;1509.00;2.99;0
8;industrial_complex;2900.00;11.00;1511.00;4.20;0
8;industrial_complex;2903.00;10.85;1511.00;0.94;0
8;industrial_complex;2903.00;10.88;1512.00;3.60;0
8;industrial_complex;2897.00;11.75;1515.00;6.26;0
8;industrial_complex;2900.00;11.32;1515.00;4.10;0
8;air_base;2898.00;10.80;1509.00;5.66;0
8;bunker;2899.00;10.90;1510.00;2.05;0
8;anti_air_building;2902.00;10.88;1510.00;4.71;0
8;anti_air_building;2902.00;10.95;1512.00;2.55;0
8;anti_air_building;2900.00;11.18;1513.00;4.11;0
8;synthetic_refinery;2900.00;11.32;1515.00;0.49;0
8;radar_station;2897.00;10.68;1508.00;4.00;0
8;rocket_site;2902.00;10.80;1508.00;6.18;0
8;nuclear_reactor;2901.00;10.90;1510.00;1.10;0
8;trench;2902.00;10.93;1511.00;5.22;0
9;arms_factory;3033.00;10.95;1527.00;4.55;0
9;arms_factory;3041.00;12.32;1516.00;0.93;0
9;arms_factory;3047.00;10.60;1527.00;2.49;0
9;arms_factory;3028.00;12.15;1512.00;5.15;0
9;arms_factory;3056.00;12.28;1519.00;2.99;0
9;arms_factory;3016.00;12.30;1511.00;4.20;0
9;industrial_complex;3050.00;12.60;1515.00;0.94;0
9;industrial_complex;3031.00;11.90;1508.00;3.60;0
9;industrial_complex;3030.00;11.50;1518.00;6.26;0
9;industrial_complex;3031.00;12.68;1503.00;4.10;0
9;industrial_complex;3033.00;12.32;1511.00;5.66;0
9;industrial_complex;3037.00;11.55;1529.00;2.05;0
9;air_base;3024.00;11.05;1524.00;4.71;0
9;bunker;3016.00;13.70;1508.00;2.55;0
9;bunker;3044.00;12.65;1513.00;4.11;0
9;bunker;3023.00;10.57;1527.00;0.49;0
9;bunker;3034.00;12.18;1507.00;3.15;0
9;bunker;3032.00;13.10;1498.00;6.18;0
9;bunker;3032.00;10.53;1525.00;1.10;0
9;bunker;3024.00;12.48;1512.00;5.22;0
9;bunker;3020.00;12.43;1512.00;3.06;0
9;bunker;3042.00;10.50;1529.00;3.16;0
9;bunker;3058.00;12.38;1519.00;1.00;0
9;bunker;3037.00;11.55;1519.00;3.67;0
9;bunker;3059.00;11.63;1529.00;0.05;0
9;bunker;3060.00;11.90;1521.00;1.61;0
9;bunker;3043.00;10.20;1524.00;5.73;0
9;anti_air_building;3055.00;11.85;1520.00;0.65;0
9;anti_air_building;3033.00;11.88;1515.00;4.78;0
9;anti_air_building;3023.00;12.60;1506.00;0.06;0
9;synthetic_refinery;3028.00;12.20;1515.00;4.18;0
9;radar_station;3008.00;13.55;1508.00;0.84;0
9;rocket_site;3021.00;12.35;1510.00;2.12;0
9;nuclear_reactor;3051.00;12.50;1517.00;6.24;0
9;trench;3058.00;11.70;1521.00;1.17;0
9;trench;3028.00;10.30;1528.00;5.29;0
9;trench;3031.00;11.38;1518.00;0.57;0
9;trench;3051.00;12.23;1519.00;3.23;0
9;trench;3044.00;11.68;1519.00;5.89;0
9;trench;3041.00;12.68;1509.00;3.73;0
9;trench;3045.00;10.15;1526.00;3.84;0
9;trench;3044.00;10.55;1530.00;1.68;0
9;trench;3020.00;12.53;1513.00;5.80;0
9;trench;3035.00;12.28;1503.00;0.72;0
9;trench;3035.00;12.43;1512.00;3.74;0
9;trench;3025.00;11.93;1508.00;0.12;0
9;trench;3056.00;10.40;1525.00;4.25;0
9;trench;3014.00;13.10;1509.00;4.35;0
10;arms_factory;3129.00;10.03;1549.00;2.49;0
10;arms_factory;3135.00;9.80;1555.00;5.15;0
10;arms_factory;3120.00;9.88;1560.00;2.99;0
10;arms_factory;3116.00;9.98;1554.00;4.20;0
10;arms_factory;3120.00;10.00;1548.00;0.94;0
10;arms_factory;3128.00;9.90;1562.00;3.60;0
10;industrial_complex;3121.00;9.98;1550.00;6.26;0
10;industrial_complex;3154.00;10.30;1569.00;4.10;0
10;industrial_complex;3149.00;10.20;1562.00;5.66;0
10;industrial_complex;3152.00;10.40;1571.00;2.05;0
10;industrial_complex;3125.00;9.90;1563.00;4.71;0
10;industrial_complex;3123.00;9.90;1557.00;2.55;0
10;air_base;3123.00;9.85;1565.00;4.11;0
10;bunker;3140.00;9.80;1569.00;0.49;0
10;bunker;3146.00;9.85;1566.00;3.15;0
10;bunker;3126.00;9.90;1561.00;6.18;0
10;bunker;3129.00;9.90;1555.00;1.10;0
10;bunker;3126.00;9.85;1565.00;5.22;0
10;bunker;3146.00;9.80;1554.00;3.06;0
10;bunker;3120.00;9.90;1555.00;3.16;0
10;bunker;3119.00;10.00;1548.00;1.00;0
10;bunker;3139.00;9.90;1554.00;3.67;0
10;anti_air_building;3135.00;9.80;1562.00;0.05;0
10;anti_air_building;3121.00;9.98;1551.00;1.61;0
10;anti_air_building;3129.00;9.85;1564.00;5.73;0
10;synthetic_refinery;3149.00;10.20;1563.00;0.65;0
10;radar_station;3116.00;10.00;1546.00;4.95;0
10;rocket_site;3146.00;9.88;1564.00;0.06;0
10;nuclear_reactor;3128.00;10.10;1548.00;4.18;0
10;trench;3143.00;9.88;1552.00;0.56;0
10;trench;3126.00;10.10;1548.00;2.12;0
10;trench;3133.00;9.80;1566.00;6.24;0
10;trench;3123.00;10.05;1549.00;1.17;0
10;trench;3123.00;9.90;1558.00;5.29;0
10;trench;3151.00;10.50;1567.00;0.57;0
10;trench;3131.00;9.80;1559.00;3.23;0
10;trench;3139.00;9.80;1549.00;5.89;0
10;trench;3117.00;9.90;1561.00;3.73;0
11;arms_factory;3174.00;10.10;1617.00;2.99;0
11;arms_factory;3184.00;9.70;1621.00;4.20;0
11;arms_factory;3206.00;10.13;1627.00;0.94;0
11;arms_factory;3192.00;10.30;1641.00;3.60;0
11;arms_factory;3201.00;10.13;1626.00;6.26;0
11;arms_factory;3194.00;10.30;1647.00;4.10;0
11;industrial_complex;3184.00;10.28;1636.00;5.66;0
11;industrial_complex;3191.00;10.30;1646.00;2.05;0
11;industrial_complex;3180.00;10.95;1610.00;4.71;0
11;industrial_complex;3168.00;9.70;1623.00;2.55;0
11;industrial_complex;3174.00;11.15;1609.00;4.11;0
11;industrial_complex;3173.00;9.70;1621.00;0.49;0
11;air_base;3188.00;9.80;1608.00;3.15;0
11;bunker;3208.00;10.40;1641.00;6.18;0
11;bunker;3201.00;9.90;1636.00;1.10;0
11;bunker;3171.00;9.70;1622.00;5.22;0
11;bunker;3196.00;9.98;1631.00;3.06;0
11;bunker;3182.00;9.73;1619.00;3.16;0
11;bunker;3169.00;10.90;1610.00;1.00;0
11;bunker;3189.00;10.30;1634.00;3.67;0
11;bunker;3183.00;9.98;1607.00;0.05;0
11;bunker;3189.00;10.35;1629.00;1.61;0
11;bunker;3179.00;11.18;1611.00;5.73;0
11;bunker;3196.00;10.30;1648.00;0.65;0
11;bunker;3195.00;10.40;1624.00;4.78;0
11;bunker;3177.00;11.30;1611.00;0.06;0
11;anti_air_building;3165.00;10.15;1610.00;4.18;0
11;anti_air_building;3182.00;9.90;1634.00;0.56;0
11;anti_air_building;3194.00;10.40;1627.00;2.12;0
11;synthetic_refinery;3188.00;10.30;1632.00;6.24;0
11;radar_station;3161.00;9.98;1609.00;3.02;0
11;rocket_site;3182.00;9.70;1625.00;5.29;0
11;nuclear_reactor;3171.00;9.75;1620.00;0.57;0
11;trench;3170.00;10.53;1615.00;3.23;0
11;trench;3210.00;10.07;1635.00;5.89;0
11;trench;3165.00;9.82;1618.00;3.73;0
11;trench;3201.00;9.80;1634.00;3.84;0
11;trench;3198.00;9.90;1628.00;1.68;0
11;trench;3193.00;10.30;1651.00;5.80;0
11;trench;3184.00;9.70;1619.00;0.72;0
11;trench;3188.00;10.30;1637.00;3.74;0
11;trench;3169.00;10.85;1609.00;0.12;0
11;trench;3183.00;10.20;1610.00;4.25;0
11;trench;3208.00;10.40;1643.00;4.35;0
11;trench;3187.00;9.70;1625.00;2.19;0
11;trench;3179.00;10.68;1607.00;4.85;0
12;arms_factory;3205.00;9.85;1663.00;0.94;0
12;arms_factory;3197.00;10.28;1664.00;3.60;0
12;arms_factory;3200.00;10.32;1664.00;6.26;0
12;arms_factory;3203.00;10.15;1664.00;4.10;0
12;arms_factory;3206.00;9.88;1664.00;5.66;0
12;arms_factory;3199.00;10.32;1665.00;2.05;0
12;industrial_complex;3202.00;10.35;1665.00;4.71;0
12;industrial_complex;3205.00;10.03;1665.00;2.55;0
12;industrial_complex;3198.00;10.32;1666.00;4.11;0
12;industrial_complex;3202.00;10.38;1666.00;0.49;0
12;industrial_complex;3205.00;10.25;1666.00;3.15;0
12;industrial_complex;3201.00;10.40;1667.00;6.18;0
12;air_base;3204.00;10.43;1667.00;1.10;0
12;naval_base;3184.00;9.50;1670.00;-2.36;1885
12;naval_base;3186.00;9.50;1686.00;-1.57;1885
12;naval_base;3187.00;9.50;1674.00;-1.82;1885
12;bunker;3207.00;10.32;1666.00;1.00;0
12;bunker;3223.00;10.40;1663.00;3.67;0
12;bunker;3199.00;10.30;1683.00;0.05;0
12;bunker;3228.00;10.40;1654.00;1.61;0
12;bunker;3232.00;10.23;1666.00;5.73;0
12;bunker;3235.00;9.80;1668.00;0.65;0
12;bunker;3211.00;9.80;1656.00;4.78;0
12;bunker;3198.00;10.40;1672.00;0.06;0
12;bunker;3203.00;10.10;1663.00;4.18;0
12;bunker;3204.00;10.30;1683.00;0.56;0
12;bunker;3217.00;10.05;1640.00;2.12;0
12;bunker;3189.00;9.90;1686.00;6.24;0
12;bunker;3227.00;10.40;1666.00;1.17;0
12;bunker;3219.00;10.38;1651.00;5.29;0
12;bunker;3230.00;9.80;1649.00;0.57;0
12;bunker;3219.00;10.40;1676.00;3.23;0
12;bunker;3241.00;9.88;1647.00;5.89;0
12;bunker;3212.00;9.80;1652.00;3.73;0
12;bunker;3193.00;9.80;1661.00;3.84;0
12;coastal_bunker;3184.00;9.50;1670.00;-2.36;0
12;coastal_bunker;3186.00;9.50;1686.00;-1.57;0
12;coastal_bunker;3187.00;9.50;1674.00;-1.82;0
12;dockyard;3187.00;9.50;1679.00;-1.57;0
12;anti_air_building;3210.00;10.60;1673.00;0.12;0
12;anti_air_building;3202.00;10.40;1674.00;4.25;0
12;anti_air_building;3205.00;10.45;1674.00;4.35;0
12;synthetic_refinery;3208.00;10.50;1674.00;2.19;0
12;radar_station;3180.00;9.60;1666.00;6.14;0
12;rocket_site;3204.00;10.40;1675.00;1.23;0
12;nuclear_reactor;3207.00;10.45;1675.00;2.79;0
12;trench;3200.00;10.40;1676.00;0.63;0
12;trench;3203.00;10.30;1649.00;3.30;0
12;trench;3189.00;9.80;1681.00;5.96;0
12;trench;3192.00;10.28;1670.00;2.70;0
12;trench;3216.00;10.60;1667.00;3.90;0
12;trench;3235.00;9.85;1667.00;1.74;0
12;trench;3224.00;10.40;1672.00;4.41;0
12;trench;3202.00;10.25;1662.00;5.97;0
12;trench;3209.00;10.30;1680.00;2.35;0
12;trench;3228.00;10.40;1655.00;0.19;0
12;trench;3235.00;9.90;1647.00;1.39;0
12;trench;3220.00;10.32;1656.00;4.42;0
12;trench;3202.00;10.30;1685.00;2.26;0
12;trench;3228.00;10.40;1664.00;4.92;0
12;trench;3218.00;10.48;1673.00;0.19;0
12;trench;3217.00;10.07;1639.00;2.86;0
12;trench;3224.00;10.32;1646.00;0.70;0
12;trench;3232.00;9.90;1646.00;1.91;0
12;trench;3185.00;9.68;1669.00;4.93;0
13;arms_factory;3192.00;10.20;1690.00;6.26;0
13;arms_factory;3201.00;10.30;1707.00;4.10;0
13;arms_factory;3186.00;9.70;1709.00;5.66;0
